vocabulary,ni,occurrences
digitais,12,"[['3', 1], ['4', 1], ['7', 1], ['9', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
digital,8,"[['3', 8], ['9', 1], ['11', 1], ['15', 1], ['18', 1], ['24', 1], ['43', 1], ['75', 1]]"
digite,10,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 1], ['21', 5], ['22', 1], ['23', 5], ['24', 1]]"
dimensoes,5,"[['3', 2], ['4', 2], ['7', 2], ['8', 1], ['9', 2]]"
dinamarca,3,"[['15', 1], ['21', 2], ['23', 2]]"
dinamarques,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
dinheiro,9,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['21', 1], ['23', 1]]"
direct,1,"[['15', 1]]"
directamente,1,"[['9', 1]]"
directo,1,"[['9', 1]]"
direitos,14,"[['20', 1], ['21', 1], ['22', 1], ['23', 2], ['24', 1], ['43', 1], ['60', 2], ['64', 2], ['68', 2], ['69', 2], ['70', 2], ['71', 2], ['74', 2], ['75', 2]]"
direta,1,"[['22', 11]]"
diretamente,4,"[['3', 36], ['4', 36], ['7', 36], ['9', 36]]"
direto.,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
diretrizes,1,"[['23', 1]]"
discounts,1,"[['22', 1]]"
discussao,1,"[['20', 1]]"
disenadas,1,"[['9', 1]]"
display,2,"[['21', 1], ['24', 1]]"
displayport,1,"[['60', 1]]"
disponibilidade,2,"[['2', 1], ['8', 1]]"
disponiveis,5,"[['3', 3], ['4', 2], ['7', 3], ['9', 1], ['23', 1]]"
disponiveis.,2,"[['21', 1], ['23', 1]]"
disponivel,11,"[['2', 1], ['3', 4], ['4', 4], ['7', 4], ['8', 10], ['9', 3], ['11', 2], ['15', 2], ['16', 2], ['18', 2], ['21', 1]]"
dispositivos,8,"[['1', 5], ['2', 3], ['3', 14], ['4', 14], ['7', 14], ['8', 3], ['9', 13], ['69', 1]]"
disso,7,"[['3', 8], ['4', 7], ['7', 7], ['9', 7], ['68', 1], ['74', 1], ['75', 1]]"
disso.,1,"[['7', 2]]"
distancia,1,"[['22', 1]]"
divergencias,1,"[['43', 1]]"
diversao.,1,"[['69', 1]]"
divertido.,1,"[['9', 1]]"
dividido,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
divisorias,1,"[['43', 1]]"
dizem.,1,"[['4', 1]]"
dizendo,1,"[['16', 1]]"
dizer,1,"[['3', 1]]"
doces,1,"[['1', 1]]"
documentacao,4,"[['3', 14], ['4', 14], ['7', 14], ['9', 14]]"
does,1,"[['24', 1]]"
doing.,1,"[['9', 1]]"
dois,2,"[['4', 1], ['70', 2]]"
dolls,1,"[['22', 1]]"
domesticas,1,"[['43', 2]]"
domesticos,1,"[['8', 1]]"
domingo,13,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['43', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
dominica,2,"[['21', 2], ['23', 2]]"
dominicana,2,"[['21', 2], ['23', 2]]"
don,2,"[['9', 2], ['23', 3]]"
donde,1,"[['3', 1]]"
doogee,1,"[['18', 6]]"
doorbuster,1,"[['22', 1]]"
dos,11,"[['2', 1], ['3', 18], ['4', 17], ['7', 16], ['8', 1], ['9', 16], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['43', 3]]"
dot,1,"[['1', 1]]"
dotexibicao,1,"[['15', 1]]"
dourado,2,"[['2', 5], ['4', 2]]"
down,1,"[['9', 1]]"
download,5,"[['3', 1], ['4', 1], ['7', 1], ['9', 1], ['21', 1]]"
dreams,1,"[['2', 2]]"
drive,1,"[['43', 1]]"
drivers,1,"[['60', 1]]"
drones,2,"[['20', 2], ['43', 2]]"
drop,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
dual,10,"[['2', 6], ['8', 12], ['9', 2], ['11', 2], ['15', 3], ['16', 2], ['18', 2], ['22', 2], ['23', 3], ['24', 1]]"
duarte,1,"[['3', 1]]"
duas,6,"[['2', 1], ['8', 1], ['15', 2], ['16', 1], ['43', 1], ['75', 1]]"
duda,1,"[['3', 1]]"
duh,1,"[['9', 1]]"
duo,4,"[['2', 1], ['3', 1], ['4', 1], ['7', 1]]"
duos,1,"[['8', 1]]"
dupla,6,"[['11', 1], ['16', 2], ['43', 1], ['69', 2], ['70', 2], ['71', 3]]"
duplex,1,"[['43', 1]]"
duplo,1,"[['11', 1]]"
duplos,1,"[['15', 1]]"
dura,3,"[['3', 3], ['4', 3], ['70', 1]]"
durable,1,"[['24', 1]]"
duracao,4,"[['4', 1], ['22', 2], ['23', 2], ['24', 2]]"
duradera,1,"[['3', 1]]"
duradouro,1,"[['69', 1]]"
durante,8,"[['3', 2], ['4', 2], ['7', 2], ['9', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
durar,2,"[['3', 1], ['69', 1]]"
durasse,1,"[['3', 1]]"
durch,1,"[['3', 1]]"
during,1,"[['10', 1]]"
dust,2,"[['22', 1], ['24', 1]]"
duty,1,"[['3', 1]]"
duvida,3,"[['3', 1], ['24', 1], ['64', 1]]"
duvidas,1,"[['4', 1]]"
dvd,8,"[['1', 3], ['2', 1], ['3', 2], ['4', 2], ['7', 2], ['8', 1], ['9', 2], ['43', 1]]"
e5a,1,"[['15', 1]]"
e6i,2,"[['68', 4], ['74', 4]]"
each,1,"[['21', 1]]"
ean,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
ear,1,"[['22', 1]]"
ears.,1,"[['22', 1]]"
ebay,5,"[['20', 20], ['21', 8], ['22', 8], ['23', 10], ['24', 7]]"
ebay.,2,"[['22', 1], ['24', 1]]"
ebays,1,"[['22', 1]]"
ebook.,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
ebooks,7,"[['1', 3], ['2', 1], ['3', 3], ['4', 3], ['7', 3], ['8', 2], ['9', 3]]"
echo,5,"[['1', 5], ['3', 7], ['4', 7], ['7', 7], ['9', 7]]"
economia,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
economica,1,"[['2', 2]]"
economico,2,"[['68', 1], ['74', 1]]"
economizando,1,"[['20', 1]]"
economize,2,"[['20', 1], ['24', 2]]"
economizou,1,"[['4', 1]]"
edge,2,"[['9', 1], ['24', 1]]"
edition,2,"[['8', 1], ['16', 1]]"
eduardo,1,"[['4', 1]]"
efeito,2,"[['68', 1], ['74', 1]]"
efetiva,1,"[['3', 1]]"
efetuar,3,"[['3', 2], ['21', 2], ['23', 2]]"
eficiente,1,"[['69', 1]]"
ein,1,"[['3', 2]]"
einem,1,"[['3', 2]]"
einfach,1,"[['3', 1]]"
eireli,1,"[['3', 2]]"
eis,1,"[['69', 1]]"
either,1,"[['23', 1]]"
ejecao,2,"[['11', 1], ['15', 1]]"
ela,2,"[['3', 1], ['23', 1]]"
ele,7,"[['3', 2], ['4', 1], ['7', 1], ['9', 1], ['64', 1], ['69', 1], ['75', 1]]"
electrolux,1,"[['43', 1]]"
electronics,1,"[['22', 1]]"
elegante,2,"[['64', 1], ['69', 1]]"
elegivel,1,"[['8', 1]]"
eletrica,1,"[['8', 1]]"
eletricos,1,"[['20', 1]]"
eletro,1,"[['8', 1]]"
eletrodomesticos,18,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['10', 1], ['20', 1], ['43', 4], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
eletronica,3,"[['10', 1], ['11', 1], ['15', 1]]"
eletronico,9,"[['43', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
eletronicos,16,"[['1', 3], ['2', 5], ['3', 32], ['4', 24], ['7', 24], ['8', 8], ['9', 23], ['20', 2], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
eletronicos.,1,"[['3', 1]]"
eletronicosram,1,"[['3', 1]]"
eletroportateis,9,"[['43', 3], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
eligible,1,"[['23', 1]]"
ellos,1,"[['9', 1]]"
elo,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
else,2,"[['22', 1], ['23', 1]]"
email,9,"[['3', 2], ['4', 2], ['7', 2], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['24', 2]]"
embalado,3,"[['3', 1], ['4', 2], ['7', 1]]"
embalagem,13,"[['2', 2], ['3', 21], ['4', 23], ['7', 21], ['9', 21], ['10', 1], ['11', 2], ['15', 2], ['16', 2], ['18', 2], ['20', 1], ['21', 1], ['23', 1]]"
embalagens,4,"[['3', 6], ['4', 6], ['7', 6], ['9', 6]]"
embelezamento,1,"[['3', 1]]"
emc,1,"[['8', 1]]"
emilly,1,"[['4', 2]]"
emirados,13,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 2], ['23', 2]]"
emitido,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
emocao,1,"[['20', 3]]"
empreendedores,1,"[['1', 1]]"
empregos,1,"[['20', 1]]"
empresa,1,"[['20', 2]]"
empresa.,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
empresas,1,"[['43', 2]]"
enabled,1,"[['24', 1]]"
encaminhar,1,"[['4', 2]]"
encanto,1,"[['3', 1]]"
encendi,1,"[['9', 1]]"
encomenda,1,"[['3', 1]]"
encomendado,2,"[['21', 1], ['23', 1]]"
encontra,1,"[['70', 1]]"
encontrar,2,"[['3', 1], ['4', 2]]"
encontre,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
encontrei,1,"[['3', 1]]"
encountered,1,"[['9', 1]]"
encountering,1,"[['22', 1]]"
endereco,21,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['43', 2], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
enderecos,4,"[['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
endorsed,1,"[['22', 1]]"
energia,2,"[['9', 1], ['43', 1]]"
energia.,1,"[['69', 1]]"
engine,1,"[['69', 1]]"
english,10,"[['10', 2], ['11', 2], ['15', 2], ['16', 2], ['18', 2], ['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1]]"
enorme,2,"[['3', 1], ['70', 1]]"
enquadram,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
enquanto,1,"[['3', 2]]"
ensure,1,"[['10', 1]]"
entao,2,"[['3', 2], ['64', 1]]"
entendi,1,"[['43', 1]]"
entering,1,"[['22', 1]]"
entertainment,1,"[['22', 1]]"
entiendo,1,"[['3', 1]]"
entrada,2,"[['3', 1], ['20', 1]]"
entradas,1,"[['3', 1]]"
entrar,5,"[['10', 2], ['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
entre,17,"[['3', 2], ['4', 2], ['7', 2], ['8', 1], ['10', 1], ['11', 1], ['15', 2], ['16', 1], ['18', 1], ['20', 2], ['21', 3], ['22', 2], ['23', 3], ['24', 14], ['43', 1], ['68', 1], ['74', 1]]"
entrega,22,"[['1', 1], ['2', 1], ['3', 8], ['4', 9], ['7', 5], ['8', 1], ['9', 2], ['10', 2], ['11', 9], ['15', 9], ['16', 9], ['18', 9], ['20', 1], ['21', 13], ['23', 15], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
entrega.,6,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 3], ['23', 3]]"
entregar,1,"[['3', 1]]"
entregue,13,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 1], ['23', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
entretenimento,2,"[['1', 1], ['20', 1]]"
entrou,1,"[['4', 1]]"
envia,3,"[['21', 1], ['22', 1], ['23', 1]]"
enviada,4,"[['3', 30], ['4', 30], ['7', 30], ['9', 30]]"
enviadas,4,"[['3', 2], ['4', 2], ['7', 2], ['9', 2]]"
enviado,10,"[['3', 34], ['4', 34], ['7', 34], ['9', 30], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 2], ['23', 2]]"
enviados,5,"[['3', 35], ['4', 35], ['7', 35], ['8', 1], ['9', 34]]"
enviamos,5,"[['10', 1], ['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
enviar,9,"[['11', 6], ['15', 6], ['16', 6], ['18', 6], ['20', 1], ['21', 2], ['22', 1], ['23', 2], ['24', 1]]"
enviaremos,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
envio,11,"[['2', 1], ['3', 4], ['4', 4], ['7', 10], ['10', 1], ['11', 14], ['15', 14], ['16', 14], ['18', 14], ['21', 1], ['23', 2]]"
envio.,4,"[['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
envios,5,"[['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1]]"
epico,1,"[['69', 1]]"
epid,2,"[['23', 1], ['24', 1]]"
eps,1,"[['3', 2]]"
equador,2,"[['21', 2], ['23', 2]]"
equipado,1,"[['69', 1]]"
equipamento,1,"[['9', 1]]"
equipamentos,1,"[['20', 8]]"
equipo,1,"[['9', 2]]"
equipos,1,"[['9', 1]]"
equivoque,1,"[['3', 1]]"
era,3,"[['3', 3], ['22', 9], ['24', 2]]"
erachtens,1,"[['3', 1]]"
ergiebigen,1,"[['3', 1]]"
erhalt.,1,"[['3', 1]]"
eritreia,2,"[['21', 1], ['23', 1]]"
erro,8,"[['3', 2], ['4', 2], ['7', 2], ['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1]]"
erros,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
erstes,1,"[['3', 1]]"
esa,1,"[['3', 1]]"
esacb2,1,"[['2', 1]]"
esbarrao,1,"[['3', 1]]"
escapamentos,1,"[['20', 1]]"
escolha,9,"[['3', 1], ['4', 1], ['7', 1], ['15', 1], ['16', 1], ['21', 1], ['23', 1], ['24', 3], ['64', 1]]"
escolher,7,"[['3', 1], ['4', 1], ['7', 1], ['15', 2], ['16', 1], ['21', 1], ['23', 1]]"
escolher.,1,"[['64', 1]]"
escolhidos,1,"[['24', 1]]"
escrever,2,"[['23', 1], ['24', 1]]"
escritorio,8,"[['1', 1], ['2', 2], ['3', 3], ['4', 3], ['7', 3], ['8', 1], ['9', 3], ['20', 1]]"
escrivaninhas,1,"[['43', 1]]"
escuro,1,"[['2', 2]]"
ese,1,"[['3', 2]]"
eslovaco,3,"[['11', 1], ['15', 1], ['16', 1]]"
eslovaquia,3,"[['15', 1], ['21', 2], ['23', 2]]"
eslovenia,3,"[['15', 1], ['21', 2], ['23', 2]]"
esloveno,3,"[['11', 1], ['15', 1], ['18', 2]]"
esn,1,"[['21', 1]]"
eso,1,"[['9', 1]]"
espacial,2,"[['2', 1], ['22', 2]]"
espanha,9,"[['1', 1], ['2', 1], ['3', 4], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['11', 1], ['15', 2]]"
espanhol,6,"[['11', 2], ['15', 2], ['16', 1], ['18', 1], ['21', 1], ['23', 1]]"
espanol,7,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 1], ['23', 1]]"
especial,2,"[['21', 1], ['23', 1]]"
especializados,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
especialmente,1,"[['3', 1]]"
especificacao,4,"[['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
especificacoes,1,"[['3', 1]]"
especificadas,1,"[['4', 1]]"
especifico,1,"[['24', 1]]"
especificos,4,"[['3', 13], ['4', 13], ['7', 13], ['9', 13]]"
especificou,2,"[['21', 1], ['23', 1]]"
espera,3,"[['9', 1], ['11', 1], ['18', 1]]"
esperaba,1,"[['3', 1]]"
esperava,1,"[['3', 1]]"
espero,1,"[['3', 1]]"
esporte,9,"[['43', 2], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
esportes,10,"[['1', 2], ['2', 1], ['3', 3], ['4', 3], ['7', 3], ['8', 1], ['9', 3], ['10', 1], ['20', 6], ['43', 1]]"
esportiva,1,"[['20', 1]]"
esqueca,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
esquenta,7,"[['1', 4], ['2', 1], ['3', 2], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
esquentou,1,"[['3', 1]]"
esr,1,"[['9', 1]]"
essa,3,"[['3', 2], ['21', 1], ['23', 1]]"
essas,4,"[['3', 6], ['4', 6], ['7', 6], ['9', 6]]"
esse,7,"[['3', 5], ['4', 1], ['7', 2], ['21', 2], ['23', 2], ['24', 2], ['43', 1]]"
essential,2,"[['2', 1], ['9', 1]]"
esses,4,"[['9', 1], ['15', 1], ['21', 1], ['23', 1]]"
esta,22,"[['3', 8], ['4', 7], ['7', 4], ['9', 3], ['11', 2], ['15', 2], ['16', 3], ['18', 2], ['21', 9], ['22', 1], ['23', 10], ['24', 1], ['44', 2], ['45', 2], ['46', 2], ['64', 1], ['68', 2], ['69', 3], ['70', 1], ['71', 1], ['74', 2], ['75', 1]]"
estabilizador,1,"[['43', 1]]"
estabilizados,1,"[['69', 1]]"
estado,5,"[['7', 1], ['21', 4], ['22', 10], ['23', 9], ['24', 2]]"
estado.,3,"[['7', 1], ['21', 1], ['23', 1]]"
estados,10,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['11', 1], ['15', 1], ['18', 1]]"
estao,8,"[['3', 16], ['4', 16], ['7', 16], ['9', 16], ['11', 1], ['15', 1], ['16', 2], ['18', 1]]"
estar,5,"[['3', 6], ['4', 6], ['7', 6], ['9', 6], ['43', 1]]"
estas,5,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 2]]"
estate,1,"[['22', 1]]"
estatica,1,"[['3', 1]]"
estatisticas,1,"[['43', 1]]"
estava,2,"[['3', 3], ['24', 1]]"
este,22,"[['3', 10], ['4', 8], ['7', 8], ['9', 4], ['11', 5], ['15', 5], ['16', 5], ['18', 5], ['21', 9], ['23', 10], ['24', 4], ['44', 2], ['45', 2], ['46', 2], ['60', 1], ['64', 4], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
estejam,4,"[['3', 13], ['4', 13], ['7', 13], ['9', 13]]"
estendida,9,"[['43', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
estereo,1,"[['4', 1]]"
estilo,1,"[['1', 1]]"
estilo.,1,"[['64', 1]]"
estilosa,1,"[['9', 1]]"
estimacao,1,"[['20', 1]]"
estimada,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
estimado,5,"[['10', 1], ['11', 5], ['15', 5], ['16', 5], ['18', 5]]"
estimado.,3,"[['3', 1], ['4', 1], ['7', 1]]"
estimado...agradeco,1,"[['4', 1]]"
estimados,4,"[['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
estimate,1,"[['9', 1]]"
estimativa,3,"[['3', 1], ['4', 1], ['7', 1]]"
estimativas,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
estipulado,1,"[['3', 1]]"
estiver,6,"[['3', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['23', 1]]"
estiverem,4,"[['3', 6], ['4', 6], ['7', 6], ['9', 6]]"
esto,1,"[['9', 1]]"
estojo,1,"[['22', 1]]"
estonia,3,"[['15', 1], ['21', 2], ['23', 2]]"
estoniano,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
estoque,9,"[['2', 1], ['8', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
estoque.,3,"[['3', 6], ['4', 6], ['7', 6]]"
estoques,5,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['43', 1]]"
estou,3,"[['3', 3], ['4', 1], ['7', 2]]"
estranhar,1,"[['4', 1]]"
estrela,10,"[['2', 1], ['3', 2], ['4', 2], ['7', 2], ['8', 1], ['9', 2], ['11', 5], ['15', 5], ['16', 5], ['18', 5]]"
estrelas,9,"[['2', 15], ['3', 43], ['4', 38], ['7', 38], ['8', 19], ['9', 26], ['22', 36], ['23', 10], ['24', 21]]"
estrutura,1,"[['3', 1]]"
etc.,4,"[['3', 2], ['4', 1], ['7', 1], ['9', 1]]"
etica,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
etiqueta,4,"[['3', 8], ['4', 8], ['7', 8], ['9', 8]]"
eua,2,"[['21', 4], ['23', 4]]"
europeia,3,"[['16', 1], ['21', 1], ['23', 1]]"
europeus,1,"[['15', 1]]"
even,1,"[['23', 1]]"
evento,4,"[['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
eventually,1,"[['23', 1]]"
ever,2,"[['9', 1], ['22', 2]]"
every,2,"[['9', 1], ['21', 1]]"
everything,1,"[['22', 4]]"
exatidao,2,"[['21', 2], ['23', 2]]"
exato,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
exbom,1,"[['2', 1]]"
excecao,4,"[['3', 14], ['4', 14], ['7', 14], ['9', 14]]"
excecoes,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
excelente,5,"[['3', 3], ['4', 6], ['7', 3], ['22', 4], ['23', 12]]"
excelentw,1,"[['4', 2]]"
excellent,3,"[['21', 1], ['22', 1], ['23', 5]]"
excesivo,1,"[['3', 1]]"
exceto,10,"[['15', 1], ['43', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
exclui,2,"[['21', 1], ['23', 1]]"
exclusivas,9,"[['1', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
exclusivo,3,"[['3', 2], ['4', 2], ['7', 2]]"
exclusivos,1,"[['43', 1]]"
exerca,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
exibicao,4,"[['11', 2], ['15', 1], ['16', 1], ['22', 2]]"
exibir,4,"[['2', 1], ['21', 2], ['22', 1], ['23', 1]]"
exigentes.,1,"[['70', 1]]"
existem,1,"[['16', 1]]"
expanda,1,"[['20', 1]]"
expandable,1,"[['22', 1]]"
expandir,5,"[['20', 13], ['21', 3], ['22', 3], ['23', 3], ['24', 3]]"
expansion,1,"[['60', 1]]"
expansivel,1,"[['3', 1]]"
expect,1,"[['22', 1]]"
expectativas.,1,"[['4', 1]]"
experiences,1,"[['22', 1]]"
experiencia,6,"[['1', 1], ['3', 4], ['4', 3], ['7', 2], ['43', 1], ['69', 1]]"
experimente,1,"[['1', 1]]"
explorando,1,"[['3', 1]]"
explorar,2,"[['21', 1], ['23', 1]]"
explore,2,"[['9', 1], ['20', 3]]"
express,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
expressa,1,"[['4', 1]]"
extensao,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
extensive,1,"[['22', 1]]"
exterior,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
externa,5,"[['2', 1], ['3', 11], ['4', 11], ['7', 11], ['9', 11]]"
externo,5,"[['11', 1], ['15', 1], ['16', 1], ['43', 1], ['60', 1]]"
externos,1,"[['20', 1]]"
extra,2,"[['2', 2], ['23', 1]]"
extraordinario,1,"[['4', 1]]"
extras,1,"[['2', 2]]"
exyno,1,"[['9', 1]]"
exynos,2,"[['8', 1], ['9', 2]]"
exynos.,1,"[['9', 1]]"
f926u,1,"[['24', 1]]"
fabrica,3,"[['21', 4], ['22', 9], ['24', 1]]"
fabrica.,1,"[['3', 1]]"
fabricacao,1,"[['20', 1]]"
fabricante,11,"[['3', 14], ['4', 14], ['7', 14], ['9', 13], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
fabricante.,12,"[['3', 2], ['4', 2], ['7', 2], ['9', 2], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
fabricantes,5,"[['3', 1], ['4', 1], ['7', 1], ['9', 1], ['43', 1]]"
fabricio,1,"[['7', 1]]"
faca,13,"[['1', 1], ['2', 1], ['3', 2], ['4', 2], ['7', 2], ['8', 1], ['9', 2], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['22', 1]]"
face,3,"[['3', 1], ['22', 2], ['23', 2]]"
facebook,9,"[['9', 1], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 1], ['21', 1], ['23', 1]]"
facial,5,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['24', 1]]"
facil,1,"[['75', 1]]"
facil.,2,"[['21', 1], ['23', 1]]"
facilitando,1,"[['69', 1]]"
facilitar,1,"[['75', 1]]"
facilmente.,1,"[['4', 1]]"
facing,1,"[['22', 1]]"
factors,1,"[['9', 1]]"
factory,5,"[['8', 1], ['21', 11], ['22', 2], ['23', 2], ['24', 2]]"
fair,1,"[['22', 1]]"
faixa,1,"[['3', 1]]"
falando,1,"[['3', 2]]"
falante,1,"[['11', 1]]"
falantes,1,"[['15', 1]]"
fale,8,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['43', 2]]"
faleconosco,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
falhas,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
falhas.,3,"[['3', 2], ['4', 2], ['7', 2]]"
fallo,1,"[['3', 1]]"
falta,2,"[['3', 3], ['4', 1]]"
fan,2,"[['22', 1], ['60', 1]]"
fanboy,1,"[['23', 1]]"
fantastica,1,"[['3', 1]]"
fantasticas,1,"[['69', 1]]"
fantings,1,"[['2', 1]]"
faq,8,"[['60', 2], ['64', 2], ['68', 2], ['69', 2], ['70', 2], ['71', 2], ['74', 2], ['75', 2]]"
faqs,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
fas,1,"[['64', 2]]"
fashion,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
fast,4,"[['18', 1], ['21', 3], ['23', 1], ['24', 2]]"
faster,2,"[['9', 1], ['22', 2]]"
fator,2,"[['23', 2], ['24', 2]]"
fatura,1,"[['43', 1]]"
favor,5,"[['4', 2], ['11', 5], ['15', 5], ['16', 4], ['18', 4]]"
favoritas.,1,"[['20', 1]]"
favoritos,1,"[['20', 1]]"
